time,Azimuth,Pitch,Roll
27.082659,83.917,8.824,1.248
27.145877,84.031,8.767,1.206
27.146824,83.836,8.871,1.247
27.147315,83.950,8.824,1.149
27.147908,83.925,8.833,1.179
27.148239,84.032,8.790,1.077
27.148532,84.001,8.776,1.248
27.149144,84.060,8.766,1.122
27.149613,83.985,8.801,1.164
27.150002,83.961,8.813,1.178
27.263497,83.961,8.813,1.178
27.282750,83.142,8.813,1.178
27.323141,83.341,8.690,1.221
27.323502,83.123,8.838,1.107
27.323679,83.175,8.800,1.148
27.323833,82.954,8.920,1.179
27.323962,83.300,8.725,1.163
27.324111,83.168,8.804,1.148
27.324524,83.320,8.739,1.035
27.325249,83.146,8.814,1.162
27.325573,83.157,8.799,1.206
27.441912,83.157,8.799,1.206
27.480539,82.621,8.799,1.206
27.502614,82.791,8.699,1.220
27.503002,82.743,8.751,1.106
27.507833,82.542,8.840,1.220
27.508504,82.516,8.855,1.219
27.508922,82.596,8.801,1.263
27.509222,82.673,8.784,1.137
27.509892,82.550,8.836,1.220
27.510196,82.719,8.750,1.175
27.510800,82.545,8.829,1.261
27.621050,82.545,8.829,1.261
27.685305,82.785,8.721,1.134
27.685603,83.821,8.721,1.134
27.686131,83.536,8.858,1.249
27.686706,83.546,8.847,1.276
27.686958,83.676,8.786,1.219
27.687182,83.689,8.792,1.149
27.687487,83.772,8.749,1.134
27.687718,83.660,8.792,1.234
27.687954,83.734,8.781,1.078
27.688170,83.766,8.763,1.077
27.800631,83.766,8.763,1.077
27.864162,83.691,8.786,1.176
27.864602,83.614,8.843,1.107
27.865015,83.817,8.718,1.164
27.865294,83.664,8.803,1.164
27.865671,83.669,8.798,1.180
27.865919,83.722,8.771,1.164
27.866156,83.727,8.780,1.104
27.866601,83.632,8.824,1.149
27.866851,83.578,8.854,1.149
27.879792,83.155,8.854,1.149
27.981154,83.155,8.854,1.149
28.043657,83.288,8.780,1.151
28.044012,83.205,8.815,1.206
28.044259,83.264,8.771,1.263
28.044533,83.296,8.775,1.150
28.044749,83.411,8.729,1.062
28.046593,83.317,8.761,1.160
28.046979,83.264,8.799,1.121
28.047696,83.160,8.831,1.248
28.048047,83.406,8.715,1.147
28.080153,84.667,8.715,1.147
28.161068,84.667,8.715,1.147
28.220591,84.610,8.739,1.191
28.220968,84.586,8.750,1.207
28.221244,84.470,8.829,1.136
28.221440,84.285,8.923,1.192
28.221565,84.339,8.903,1.134
28.221751,84.551,8.790,1.092
28.221897,84.515,8.808,1.106
28.222065,84.662,8.728,1.092
28.222519,84.483,8.834,1.064
28.283337,84.117,8.834,1.064
28.343784,84.117,8.834,1.064
28.402113,84.199,8.767,1.163
28.402696,84.123,8.798,1.236
28.402943,84.155,8.790,1.177
28.403333,83.927,8.919,1.206
28.403505,84.082,8.835,1.165
28.403889,84.076,8.853,1.091
28.404110,84.274,8.733,1.106
28.404299,84.044,8.850,1.206
28.404463,84.043,8.858,1.164
28.480248,83.462,8.858,1.164
28.521255,83.462,8.858,1.164
28.581023,83.432,8.884,1.121
28.583064,83.459,8.861,1.165
28.583574,83.444,8.875,1.136
28.583859,83.553,8.807,1.165
28.584188,83.517,8.828,1.160
28.584550,83.613,8.771,1.178
28.584792,83.661,8.750,1.150
28.585027,83.679,8.745,1.123
28.585289,83.496,8.832,1.205
28.680661,82.808,8.832,1.205
28.700162,82.808,8.832,1.205
28.762509,82.881,8.804,1.134
28.763257,82.797,8.820,1.290
28.763741,82.748,8.885,1.120
28.763946,82.900,8.792,1.134
28.764136,82.902,8.795,1.121
28.764281,82.848,8.817,1.164
28.764443,82.824,8.822,1.206
28.764779,83.010,8.717,1.190
28.764932,82.772,8.862,1.163
28.881421,82.643,8.862,1.163
28.881867,82.643,8.862,1.163
28.943362,82.936,8.693,1.162
28.944090,83.025,8.637,1.193
28.944824,82.956,8.700,1.078
28.945339,82.641,8.847,1.235
28.945627,82.902,8.731,1.077
28.946022,82.572,8.893,1.208
28.946750,82.793,8.770,1.190
28.947110,82.744,8.803,1.164
28.947635,83.103,8.609,1.107
29.061464,83.103,8.609,1.107
29.079910,83.578,8.609,1.107
29.120976,83.143,8.847,1.165
29.121425,83.221,8.811,1.121
29.121602,83.263,8.778,1.163
29.121789,83.216,8.811,1.135
29.121953,83.335,8.740,1.147
29.122115,83.367,8.719,1.162
29.122427,83.124,8.843,1.233
29.122605,83.223,8.813,1.107
29.122961,83.453,8.658,1.220
29.240890,83.453,8.658,1.220
29.281968,84.146,8.658,1.220
29.300754,83.894,8.813,1.178
29.301524,83.847,8.842,1.164
29.302079,83.862,8.834,1.163
29.303019,84.148,8.662,1.192
29.303543,83.979,8.760,1.191
29.303828,83.934,8.789,1.178
29.304079,83.885,8.829,1.121
29.304386,83.912,8.800,1.190
29.304932,84.027,8.749,1.106
29.424629,84.027,8.749,1.106
29.484476,83.907,8.800,1.204
29.485052,83.346,8.800,1.204
29.485547,83.355,8.794,1.206
29.485907,83.541,8.688,1.206
29.486439,83.560,8.691,1.134
29.486765,83.282,8.850,1.135
29.487131,83.345,8.815,1.132
29.487428,83.472,8.727,1.206
29.487764,83.470,8.746,1.121
29.490108,83.367,8.787,1.206
29.600091,83.367,8.787,1.206
29.662728,83.407,8.782,1.119
29.663148,83.589,8.681,1.104
29.663651,83.443,8.741,1.220
29.665178,83.461,8.734,1.207
29.666142,83.396,8.785,1.135
29.666975,83.398,8.778,1.163
29.669011,83.352,8.813,1.121
29.670667,83.366,8.782,1.236
29.671020,83.466,8.725,1.234
29.681028,83.575,8.725,1.234
29.781118,83.575,8.725,1.234
29.841934,83.386,8.849,1.165
29.842591,83.472,8.802,1.148
29.843031,83.549,8.734,1.262
29.843666,83.372,8.843,1.233
29.844034,83.504,8.784,1.147
29.844317,83.578,8.735,1.177
29.844634,83.477,8.788,1.205
29.845207,83.357,8.863,1.179
29.845528,83.446,8.797,1.247
29.880794,82.084,8.797,1.247
29.962114,82.084,8.797,1.247
30.023081,82.017,8.854,1.164
30.023451,82.054,8.839,1.137
30.023664,82.066,8.820,1.191
30.023887,82.090,8.822,1.121
30.024049,82.194,8.759,1.136
30.024233,82.095,8.788,1.261
30.024740,82.270,8.707,1.177
30.025273,82.175,8.755,1.206
30.025547,82.120,8.789,1.193
30.080864,83.844,8.789,1.193
30.140406,83.844,8.789,1.193
30.201413,83.887,8.768,1.179
30.201757,83.727,8.861,1.165
30.201935,83.834,8.809,1.119
30.202078,83.790,8.817,1.207
30.202636,83.779,8.815,1.247
30.202789,83.808,8.813,1.178
30.202962,83.896,8.777,1.106
30.203397,83.562,8.949,1.192
30.203638,83.788,8.810,1.248
30.281541,84.450,8.810,1.248
30.320646,84.450,8.810,1.248
30.382815,84.406,8.870,1.065
30.384018,84.382,8.844,1.278
30.384847,84.602,8.725,1.234
30.385182,84.491,8.798,1.190
30.385731,84.402,8.830,1.292
30.385986,84.604,8.737,1.163
30.386554,84.577,8.760,1.120
30.387053,84.511,8.783,1.206
30.387681,84.536,8.773,1.178
30.478761,84.220,8.773,1.178
30.500740,84.220,8.773,1.178
30.560764,84.120,8.840,1.135
30.561160,84.114,8.841,1.148
30.561390,84.109,8.833,1.207
30.561960,84.167,8.802,1.191
30.562601,84.271,8.743,1.178
30.562942,84.274,8.750,1.132
30.563150,84.136,8.836,1.106
30.563403,84.212,8.775,1.193
30.563935,84.094,8.845,1.193
30.683835,82.170,8.845,1.193
30.684518,82.170,8.845,1.193
30.741301,82.348,8.740,1.208
30.742079,82.296,8.776,1.177
30.742785,82.359,8.747,1.148
30.743157,82.193,8.837,1.165
30.743613,82.257,8.792,1.205
30.743986,82.324,8.766,1.151
30.744434,82.116,8.856,1.277
30.744731,82.185,8.842,1.166
30.744970,82.172,8.853,1.147
30.860708,82.172,8.853,1.147
30.879700,84.761,8.853,1.147
30.921232,85.039,8.697,1.119
30.921928,85.021,8.692,1.207
30.922851,84.994,8.710,1.193
30.923564,84.795,8.838,1.121
30.923820,84.790,8.838,1.135
30.924280,84.836,8.796,1.220
30.924643,84.847,8.816,1.077
30.925032,84.846,8.806,1.134
30.925376,85.000,8.702,1.220
31.041402,85.000,8.702,1.220
31.078423,84.735,8.702,1.220
31.100905,84.518,8.821,1.236
31.101198,84.590,8.801,1.121
31.101565,84.484,8.845,1.205
31.101757,84.432,8.872,1.221
31.102028,84.600,8.785,1.178
31.102224,84.534,8.822,1.177
31.102664,84.455,8.880,1.107
31.102995,84.462,8.866,1.163
31.103285,84.637,8.778,1.104
31.225829,84.637,8.778,1.104
31.284932,84.482,8.852,1.178
31.285633,83.122,8.852,1.178
31.286085,83.364,8.718,1.150
31.286693,83.138,8.846,1.162
31.287080,83.222,8.786,1.219
31.287525,83.082,8.854,1.277
31.287818,83.062,8.877,1.220
31.288483,83.169,8.810,1.248
31.288804,83.168,8.837,1.119
31.289145,83.155,8.824,1.220
31.400774,83.155,8.824,1.220
31.460995,83.263,8.773,1.164
31.461301,82.986,8.918,1.236
31.461458,83.313,8.727,1.248
31.461599,83.393,8.699,1.161
31.461765,83.301,8.745,1.192
31.461894,83.192,8.814,1.166
31.462523,83.249,8.778,1.177
31.462989,82.935,8.963,1.163
31.463248,83.224,8.790,1.191
31.479047,82.196,8.790,1.191
31.580361,82.196,8.790,1.191
31.642061,82.140,8.821,1.193
31.642819,82.074,8.859,1.191
31.643196,82.172,8.814,1.148
31.643427,82.218,8.787,1.150
31.643660,82.202,8.780,1.220
31.643868,82.095,8.848,1.191
31.644261,82.159,8.833,1.094
31.644632,82.153,8.808,1.220
31.644842,82.211,8.788,1.162
31.678869,83.302,8.788,1.162
31.759886,83.302,8.788,1.162
31.821720,83.180,8.836,1.276
31.822854,83.332,8.787,1.079
31.824107,83.360,8.763,1.120
31.824591,83.232,8.844,1.091
31.824862,83.293,8.790,1.177
31.825180,83.203,8.846,1.161
31.825425,83.149,8.866,1.220
31.825661,83.243,8.810,1.220
31.825916,83.341,8.768,1.147
31.881009,83.937,8.768,1.147
31.942780,83.937,8.768,1.147
32.003727,84.078,8.681,1.175
32.004165,83.883,8.783,1.234
32.004385,83.982,8.747,1.120
32.004575,83.937,8.748,1.248
32.005085,83.666,8.912,1.221
32.005336,84.123,8.672,1.078
32.007415,83.765,8.859,1.191
32.007746,83.930,8.777,1.118
32.008477,83.825,8.835,1.136
32.078214,83.009,8.835,1.136
32.121381,83.009,8.835,1.136
32.180955,83.092,8.788,1.134
32.181542,83.245,8.687,1.204
32.183313,83.073,8.811,1.078
32.183729,83.105,8.781,1.135
32.183991,83.099,8.790,1.106
32.184270,83.200,8.718,1.178
32.184577,83.128,8.777,1.092
32.184847,83.090,8.781,1.177
32.185051,83.135,8.767,1.121
32.279536,83.147,8.767,1.121
32.302633,83.147,8.767,1.121
32.362457,83.095,8.785,1.178
32.362933,82.888,8.901,1.191
32.363234,83.081,8.781,1.232
32.363530,83.049,8.808,1.191
32.363791,82.951,8.882,1.107
32.364042,83.176,8.741,1.163
32.364330,83.206,8.715,1.206
32.364716,82.947,8.849,1.278
32.365004,82.986,8.839,1.218
32.480188,82.986,8.839,1.218
32.480586,83.578,8.839,1.218
32.541549,83.657,8.800,1.190
32.542207,83.594,8.841,1.162
32.542949,83.674,8.804,1.120
32.544014,83.704,8.795,1.078
32.545283,83.703,8.790,1.106
32.545841,83.547,8.871,1.148
32.546171,83.598,8.819,1.264
32.546610,83.616,8.820,1.205
32.547190,83.656,8.794,1.220
32.660378,83.656,8.794,1.220
32.678797,83.780,8.794,1.220
32.721731,83.883,8.743,1.178
32.722097,83.914,8.748,1.061
32.722568,83.712,8.847,1.150
32.723366,83.762,8.816,1.162
32.723662,83.718,8.841,1.162
32.723994,83.835,8.760,1.233
32.724214,83.877,8.739,1.220
32.724458,83.795,8.777,1.264
32.724671,83.783,8.834,1.007
32.840196,83.783,8.834,1.007
32.880204,83.864,8.834,1.007
32.899959,83.916,8.785,1.107
32.903250,83.877,8.797,1.163
32.903590,83.769,8.878,1.064
32.903793,83.961,8.749,1.162
32.904016,83.703,8.879,1.248
32.904169,83.864,8.793,1.218
32.904346,83.831,8.845,1.051
32.904490,83.885,8.809,1.078
32.904660,83.810,8.826,1.206
33.020308,83.810,8.826,1.206
33.080117,83.844,8.798,1.249
33.080353,84.319,8.798,1.249
33.080550,84.301,8.817,1.207
33.081155,84.423,8.753,1.177
33.082792,84.285,8.855,1.049
33.083339,84.362,8.785,1.192
33.083575,84.292,8.817,1.235
33.083780,84.326,8.810,1.163
33.083927,84.497,8.723,1.106
33.084105,84.276,8.837,1.175
33.202048,84.276,8.837,1.175
33.261811,84.389,8.785,1.107
33.262135,84.463,8.727,1.192
33.262869,84.093,8.948,1.137
33.263369,84.384,8.768,1.218
33.263626,84.384,8.790,1.092
33.264042,84.487,8.713,1.192
33.264292,84.281,8.834,1.177
33.264672,84.272,8.831,1.221
33.264942,84.386,8.782,1.133
33.278601,84.312,8.782,1.133
33.380773,84.312,8.782,1.133
33.442787,84.285,8.788,1.180
33.443127,84.229,8.812,1.220
33.443337,84.199,8.840,1.164
33.443541,84.188,8.841,1.190
33.443754,84.262,8.800,1.190
33.443951,84.262,8.820,1.078
33.444472,84.282,8.803,1.107
33.444803,84.355,8.750,1.175
33.445030,84.306,8.793,1.092
33.478951,84.053,8.793,1.092
33.560431,84.053,8.793,1.092
33.622683,83.934,8.828,1.263
33.623154,83.992,8.822,1.121
33.623548,83.932,8.854,1.135
33.623834,83.956,8.826,1.206
33.624103,84.001,8.806,1.177
33.624422,84.056,8.769,1.206
33.624687,83.975,8.813,1.219
33.624964,83.985,8.807,1.222
33.625733,83.986,8.815,1.178
33.680191,82.750,8.815,1.178
33.741876,82.750,8.815,1.178
33.800629,82.760,8.809,1.175
33.801217,82.856,8.760,1.148
33.801792,82.669,8.873,1.120
33.802457,82.877,8.748,1.150
33.802816,82.808,8.775,1.207
33.803053,82.932,8.713,1.163
33.803387,82.755,8.827,1.107
33.803562,82.768,8.802,1.191
33.803770,82.757,8.810,1.178
33.878746,82.839,8.810,1.178
33.920999,82.839,8.810,1.178
33.982770,82.866,8.780,1.248
33.983307,82.783,8.861,1.094
33.983661,82.627,8.926,1.205
33.983947,82.873,8.794,1.163
33.984260,82.823,8.823,1.161
33.984544,82.930,8.750,1.221
33.984918,83.015,8.707,1.191
33.985202,82.732,8.884,1.121
33.985498,83.020,8.719,1.120
34.079691,82.516,8.719,1.120
34.104465,82.516,8.719,1.120
34.150803,82.271,8.852,1.163
34.151346,82.291,8.846,1.138
34.151657,82.386,8.766,1.248
34.152086,82.221,8.881,1.165
34.152465,82.381,8.788,1.162
34.152731,82.349,8.794,1.220
34.153089,82.352,8.802,1.176
34.153550,82.326,8.820,1.163
34.279931,83.885,8.820,1.163
34.280271,83.885,8.820,1.163
34.329869,83.813,8.844,1.245
34.331637,83.931,8.794,1.163
34.331988,83.932,8.797,1.149
34.332125,83.840,8.850,1.135
34.332275,84.028,8.736,1.193
34.332390,83.905,8.809,1.161
34.332502,83.993,8.758,1.176
34.333636,83.874,8.826,1.165
34.333796,83.793,8.852,1.263
34.461244,83.793,8.852,1.263
34.479413,83.186,8.852,1.263
34.511130,83.280,8.830,1.120
34.511878,83.375,8.765,1.191
34.512121,83.356,8.772,1.204
34.512353,83.392,8.758,1.176
34.512536,83.344,8.796,1.119
34.512898,83.327,8.790,1.191
34.513119,83.247,8.839,1.162
34.513311,83.313,8.792,1.219
34.513552,83.166,8.871,1.219
34.641200,83.166,8.871,1.219
34.678449,83.644,8.871,1.219
34.690881,83.640,8.873,1.219
34.691244,83.602,8.910,1.135
34.691417,83.998,8.705,1.091
34.691554,83.913,8.740,1.147
34.691705,83.867,8.765,1.149
34.691811,83.731,8.827,1.204
34.691942,83.578,8.901,1.248
34.692041,83.916,8.747,1.106
34.692171,83.785,8.801,1.192
34.819761,83.785,8.801,1.192
34.869926,83.513,8.950,1.176
34.870494,83.841,8.779,1.149
34.870719,83.712,8.851,1.133
34.870934,83.748,8.829,1.150
34.871079,83.930,8.728,1.162
34.871216,83.917,8.730,1.190
34.871383,83.831,8.760,1.276
34.871521,83.787,8.800,1.190
34.871936,83.959,8.710,1.175
34.881160,83.307,8.710,1.175
35.000870,83.307,8.710,1.175
35.050731,83.165,8.793,1.133
35.051051,83.348,8.707,1.077
35.051353,83.081,8.832,1.162
35.051915,83.127,8.802,1.191
35.052466,83.164,8.799,1.107
35.052707,83.323,8.713,1.119
35.052940,83.165,8.776,1.219
35.053190,83.121,8.805,1.189
35.053424,82.944,8.907,1.145
35.080713,83.257,8.907,1.145
35.180533,83.257,8.907,1.145
35.231305,83.411,8.837,1.091
35.231766,83.414,8.813,1.204
35.232177,83.615,8.724,1.119
35.232509,83.353,8.854,1.160
35.232754,83.691,8.689,1.091
35.233034,83.598,8.714,1.218
35.233273,83.359,8.853,1.147
35.233531,83.415,8.824,1.145
35.233767,83.634,8.722,1.076
35.279791,82.497,8.722,1.076
35.359639,82.497,8.722,1.076
35.411116,82.425,8.725,1.244
35.412062,82.274,8.822,1.163
35.412439,82.489,8.706,1.175
35.413219,82.330,8.797,1.145
35.413921,82.434,8.738,1.161
35.416570,82.473,8.708,1.203
35.418799,82.089,8.895,1.277
35.419334,82.368,8.773,1.160
35.419638,82.237,8.839,1.176
35.480470,83.622,8.839,1.176
35.539882,83.622,8.839,1.176
35.587993,83.742,8.782,1.119
35.588257,83.714,8.798,1.119
35.588502,83.708,8.793,1.161
35.588710,83.688,8.796,1.202
35.588877,83.851,8.713,1.158
35.589011,83.700,8.790,1.201
35.589133,83.859,8.725,1.073
35.589271,83.660,8.826,1.132
35.589711,83.705,8.779,1.242
35.679200,84.286,8.779,1.242
35.719884,84.286,8.779,1.242
35.769584,84.194,8.825,1.271
35.772225,84.345,8.770,1.116
35.777943,84.325,8.775,1.146
35.778719,84.292,8.778,1.230
35.779105,84.320,8.781,1.131
35.779500,84.482,8.673,1.228
35.779832,84.365,8.728,1.285
35.780492,84.324,8.778,1.131
35.780853,84.362,8.763,1.102
35.883119,84.672,8.763,1.102
35.899921,84.672,8.763,1.102
35.950549,84.558,8.812,1.174
35.951128,84.637,8.767,1.188
35.952134,84.680,8.734,1.241
35.953081,84.628,8.770,1.200
35.954046,84.719,8.712,1.242
35.954798,84.717,8.725,1.173
35.955216,84.755,8.700,1.202
35.955744,84.768,8.715,1.073
35.956361,84.503,8.845,1.159
36.082043,84.314,8.845,1.159
36.082893,84.314,8.845,1.159
36.131392,84.472,8.770,1.087
36.132455,84.406,8.768,1.301
36.133365,84.498,8.740,1.175
36.133832,84.408,8.791,1.171
36.134665,84.475,8.761,1.129
36.135147,84.560,8.704,1.185
36.135929,84.530,8.733,1.116
36.136333,84.560,8.701,1.200
36.136825,84.453,8.755,1.230
36.261783,84.453,8.755,1.230
36.279501,83.155,8.755,1.230
36.311449,83.176,8.749,1.201
36.312287,83.056,8.823,1.172
36.312637,83.203,8.730,1.215
36.313184,82.977,8.871,1.158
36.319288,83.154,8.770,1.158
36.319671,83.035,8.831,1.187
36.319961,83.176,8.731,1.287
36.320260,83.163,8.771,1.128
36.320508,83.313,8.683,1.143
36.440981,83.313,8.683,1.143
36.479807,85.747,8.683,1.143
36.489361,85.614,8.751,1.187
36.489901,85.622,8.753,1.145
36.490417,85.611,8.766,1.101
36.491014,85.695,8.705,1.187
36.491446,85.450,8.835,1.232
36.491912,85.612,8.768,1.087
36.492310,85.503,8.806,1.230
36.492571,85.612,8.747,1.213
36.493052,85.738,8.686,1.156
36.620487,85.738,8.686,1.156
36.669911,85.510,8.811,1.172
36.670860,85.489,8.811,1.243
36.671509,85.534,8.795,1.186
36.672009,85.578,8.773,1.171
36.672514,85.616,8.772,1.045
36.672992,85.655,8.727,1.188
36.673435,85.419,8.864,1.158
36.673898,85.555,8.781,1.200
36.674701,85.760,8.671,1.172
36.681305,84.185,8.671,1.172
36.802001,84.185,8.671,1.172
36.850689,84.066,8.730,1.215
36.851137,84.069,8.728,1.214
36.851379,84.046,8.750,1.171
36.852076,84.092,8.723,1.173
36.852685,83.953,8.802,1.173
36.852951,83.903,8.830,1.171
36.853437,84.015,8.754,1.242
36.853663,84.079,8.718,1.241
36.853912,83.996,8.778,1.169
36.881667,81.953,8.778,1.169
36.979210,81.953,8.778,1.169
37.036414,81.984,8.773,1.114
37.036900,82.049,8.726,1.158
37.037262,81.755,8.887,1.185
37.037459,81.944,8.780,1.184
37.037631,81.868,8.829,1.158
37.038226,82.112,8.682,1.198
37.039059,82.064,8.715,1.172
37.039615,81.920,8.794,1.184
37.039888,82.196,8.631,1.212
37.079386,83.534,8.631,1.212
37.159724,83.534,8.631,1.212
37.208782,83.209,8.821,1.186
37.209352,83.153,8.864,1.129
37.209639,83.366,8.728,1.200
37.209920,83.410,8.704,1.199
37.210138,83.327,8.756,1.172
37.210613,83.388,8.719,1.187
37.211184,83.236,8.799,1.215
37.211565,83.255,8.789,1.213
37.211830,83.216,8.799,1.271
37.281927,82.914,8.799,1.271
37.339863,82.914,8.799,1.271
37.390646,83.105,8.692,1.241
37.391094,82.978,8.773,1.217
37.391639,83.008,8.776,1.116
37.392049,82.998,8.783,1.114
37.392547,83.223,8.629,1.212
37.392785,83.273,8.616,1.129
37.393023,83.008,8.759,1.199
37.393338,83.008,8.762,1.183
37.393580,83.071,8.721,1.201
37.480572,83.277,8.721,1.201
37.519374,83.277,8.721,1.201
37.571433,83.225,8.757,1.170
37.571780,83.220,8.754,1.200
37.572005,83.203,8.787,1.086
37.572174,83.277,8.731,1.154
37.572866,83.156,8.776,1.272
37.573504,83.237,8.776,1.047
37.573807,83.175,8.786,1.172
37.574071,83.084,8.832,1.199
37.574425,83.152,8.793,1.200
37.678018,83.521,8.793,1.200
37.700037,83.521,8.793,1.200
37.748612,83.455,8.834,1.187
37.748854,83.645,8.734,1.143
37.748978,83.541,8.793,1.143
37.749116,83.535,8.811,1.075
37.749215,83.618,8.731,1.231
37.749320,83.721,8.687,1.158
37.749415,83.518,8.795,1.200
37.749510,83.443,8.852,1.131
37.749614,83.607,8.736,1.242
37.881703,83.607,8.736,1.242
37.882945,82.793,8.736,1.242
37.928064,82.814,8.736,1.185
37.928661,82.812,8.727,1.230
37.929006,82.786,8.757,1.160
37.929271,82.692,8.797,1.228
37.930067,82.901,8.682,1.201
37.930545,82.607,8.844,1.241
37.930893,82.833,8.727,1.174
37.931144,82.668,8.799,1.285
37.931742,82.974,8.658,1.115
38.060406,82.974,8.658,1.115
38.077723,84.161,8.658,1.115
38.108301,83.895,8.792,1.216
38.108599,83.844,8.838,1.131
38.108885,83.956,8.743,1.287
38.109119,84.043,8.718,1.156
38.109351,83.994,8.751,1.134
38.109906,83.882,8.789,1.274
38.110577,84.177,8.648,1.116
38.111650,83.815,8.853,1.144
38.114058,83.902,8.796,1.174
38.240879,83.902,8.796,1.174
38.277176,84.058,8.796,1.174
38.288695,83.952,8.857,1.173
38.288999,84.320,8.652,1.145
38.289181,84.130,8.768,1.105
38.289372,84.156,8.740,1.175
38.289824,84.012,8.836,1.103
38.290000,84.110,8.772,1.144
38.290193,84.042,8.795,1.228
38.290690,84.174,8.727,1.188
38.290932,84.242,8.689,1.186
38.422168,84.242,8.689,1.186
38.468828,84.157,8.731,1.217
38.469789,84.190,8.716,1.202
38.470173,84.130,8.758,1.158
38.470941,84.011,8.828,1.146
38.471237,84.008,8.838,1.103
38.473233,83.987,8.831,1.201
38.473626,84.083,8.785,1.160
38.474182,84.159,8.736,1.189
38.475492,84.032,8.811,1.172
38.481218,84.503,8.811,1.172
38.602586,84.503,8.811,1.172
38.649087,84.518,8.787,1.259
38.649746,84.683,8.747,0.956
38.649963,84.513,8.790,1.258
38.650531,84.538,8.793,1.161
38.650797,84.378,8.874,1.217
38.650946,84.564,8.786,1.119
38.651388,84.510,8.796,1.230
38.651791,84.638,8.732,1.188
38.652181,84.563,8.782,1.147
38.677110,83.076,8.782,1.147
38.779420,83.076,8.782,1.147
38.828745,82.969,8.826,1.231
38.829147,83.091,8.776,1.131
38.829484,83.138,8.731,1.217
38.829712,83.202,8.701,1.186
38.830030,83.041,8.811,1.101
38.830330,83.091,8.758,1.219
38.831014,82.940,8.837,1.260
38.831397,82.959,8.835,1.218
38.831628,82.851,8.906,1.175
38.878858,83.647,8.906,1.175
38.960307,83.647,8.906,1.175
39.007974,83.922,8.746,1.176
39.008254,83.935,8.737,1.187
39.008460,83.932,8.747,1.148
39.009598,83.837,8.790,1.205
39.009865,83.933,8.738,1.189
39.010203,83.673,8.886,1.203
39.010583,83.859,8.800,1.091
39.010789,83.753,8.839,1.204
39.011015,83.743,8.848,1.191
39.079175,84.033,8.848,1.191
39.143259,84.033,8.848,1.191
39.188564,84.186,8.753,1.220
39.189183,84.184,8.775,1.107
39.189623,84.175,8.762,1.205
39.190644,84.217,8.741,1.188
39.191151,84.084,8.818,1.191
39.191703,84.014,8.865,1.161
39.192122,84.276,8.722,1.104
39.192440,84.172,8.772,1.162
39.192595,84.189,8.759,1.178
39.277885,84.608,8.759,1.178
39.320451,84.608,8.759,1.178
39.369532,84.606,8.777,1.092
39.369993,84.480,8.837,1.161
39.370508,84.477,8.836,1.177
39.370699,84.573,8.796,1.091
39.370848,84.588,8.776,1.148
39.371026,84.634,8.742,1.190
39.371167,84.481,8.847,1.104
39.371325,84.673,8.730,1.135
39.371460,84.465,8.851,1.133
39.477447,83.035,8.851,1.133
39.499292,83.035,8.851,1.133
39.548424,83.063,8.826,1.178
39.548901,82.987,8.866,1.192
39.549054,83.128,8.787,1.192
39.549181,83.043,8.832,1.205
39.549277,83.120,8.809,1.105
39.549373,83.127,8.788,1.191
39.549480,83.150,8.793,1.106
39.549577,83.198,8.752,1.175
39.550980,82.971,8.870,1.217
39.679154,82.910,8.870,1.217
39.679397,82.910,8.870,1.217
39.728452,83.191,8.714,1.190
39.728819,83.005,8.818,1.205
39.729063,83.023,8.814,1.176
39.729415,83.035,8.792,1.248
39.729652,82.998,8.837,1.133
39.730209,82.945,8.865,1.147
39.730668,83.016,8.809,1.218
39.731130,83.098,8.788,1.091
39.731403,83.171,8.726,1.190
39.859428,83.171,8.726,1.190
39.880028,83.439,8.726,1.190
39.908257,83.231,8.849,1.175
39.908916,83.425,8.737,1.177
39.909326,83.283,8.819,1.175
39.909559,83.388,8.758,1.176
39.909805,83.325,8.798,1.162
39.910014,83.195,8.878,1.135
39.910516,83.370,8.777,1.132
39.910977,83.294,8.809,1.190
39.911232,83.212,8.862,1.161
40.040292,83.212,8.862,1.161
40.077484,83.326,8.862,1.161
40.090097,83.576,8.718,1.178
40.090713,83.572,8.726,1.147
40.091441,83.374,8.826,1.206
40.091765,83.489,8.770,1.162
40.092038,83.501,8.774,1.106
40.092351,83.590,8.724,1.104
40.092907,83.362,8.850,1.121
40.093242,83.437,8.797,1.178
40.093503,83.370,8.846,1.120
40.221103,83.370,8.846,1.120
40.269031,83.303,8.893,1.076
40.269474,83.359,8.843,1.162
40.269877,83.475,8.795,1.078
40.270160,83.463,8.790,1.134
40.270839,83.370,8.835,1.175
40.271545,83.305,8.874,1.161
40.272002,83.401,8.825,1.133
40.272331,83.361,8.860,1.077
40.272709,83.357,8.865,1.062
40.287141,82.488,8.865,1.062
40.399520,82.488,8.865,1.062
40.448588,82.503,8.835,1.161
40.448819,82.581,8.787,1.174
40.449381,82.582,8.786,1.176
40.449604,82.526,8.812,1.202
40.449982,82.465,8.859,1.148
40.450494,82.456,8.871,1.120
40.451066,82.630,8.737,1.276
40.451645,82.687,8.734,1.136
40.451914,82.274,8.954,1.219
40.478489,83.687,8.954,1.219
40.579830,83.687,8.954,1.219
40.628761,84.068,8.753,1.121
40.629241,83.851,8.873,1.148
40.629548,83.858,8.877,1.108
40.629869,83.859,8.855,1.219
40.630154,83.880,8.876,1.049
