time,Azimuth,Pitch,Roll
13.466688,84.243,8.760,1.180
13.466876,84.276,8.753,1.121
13.467264,84.139,8.831,1.122
13.482687,83.138,8.831,1.122
13.582554,83.138,8.831,1.122
13.643566,83.186,8.797,1.149
13.643994,83.200,8.783,1.178
13.644285,83.290,8.738,1.136
13.644548,83.168,8.807,1.151
13.645158,83.188,8.811,1.078
13.645676,83.260,8.732,1.247
13.646021,83.113,8.839,1.151
13.647043,83.074,8.854,1.192
13.647532,83.015,8.904,1.124
13.681601,84.481,8.904,1.124
13.765512,84.481,8.904,1.124
13.823180,84.705,8.757,1.235
13.823607,84.609,8.816,1.209
13.824325,84.557,8.838,1.248
13.824624,84.653,8.794,1.191
13.824850,84.625,8.820,1.134
13.825391,84.550,8.867,1.109
13.826792,84.785,8.732,1.121
13.827602,84.675,8.796,1.112
13.827912,84.794,8.724,1.136
13.883300,83.904,8.724,1.136
13.944219,83.904,8.724,1.136
14.003683,83.774,8.799,1.135
14.004026,83.864,8.744,1.151
14.004402,83.811,8.772,1.166
14.004610,83.713,8.828,1.166
14.004793,83.974,8.696,1.078
14.005867,83.866,8.757,1.079
14.006136,83.860,8.750,1.136
14.006486,83.745,8.809,1.165
14.007076,83.688,8.839,1.180
14.085538,83.024,8.839,1.180
14.123541,83.024,8.839,1.180
14.183356,83.124,8.783,1.178
14.183772,83.054,8.826,1.165
14.185689,83.036,8.842,1.137
14.187327,82.936,8.881,1.222
14.187713,83.085,8.796,1.220
14.187963,83.052,8.835,1.122
14.188512,83.022,8.844,1.166
14.188804,83.107,8.810,1.094
14.189063,83.179,8.742,1.222
14.281821,84.889,8.742,1.222
14.303161,84.889,8.742,1.222
14.365769,84.914,8.746,1.121
14.366218,84.861,8.771,1.149
14.367082,84.918,8.730,1.194
14.367705,84.742,8.840,1.149
14.368032,84.861,8.754,1.250
14.368649,84.929,8.729,1.164
14.368955,84.670,8.869,1.223
14.369303,84.885,8.750,1.193
14.369607,84.740,8.854,1.079
14.483535,83.502,8.854,1.079
14.483807,83.502,8.854,1.079
14.544956,83.697,8.724,1.151
14.545827,83.643,8.742,1.222
14.546201,83.499,8.830,1.209
14.547336,83.503,8.828,1.208
14.547678,83.577,8.784,1.208
14.548235,83.589,8.776,1.209
14.549058,83.701,8.717,1.176
14.549399,83.448,8.883,1.095
14.549711,83.450,8.868,1.164
14.662713,83.450,8.868,1.164
14.681216,81.751,8.868,1.164
14.723052,81.914,8.787,1.107
14.724402,81.708,8.880,1.220
14.724686,81.830,8.819,1.179
14.725015,81.846,8.823,1.124
14.725394,81.918,8.769,1.178
14.725685,81.885,8.774,1.237
14.725932,82.114,8.672,1.107
14.726386,81.916,8.776,1.148
14.726773,81.821,8.815,1.221
14.845126,81.821,8.815,1.221
14.881845,82.757,8.815,1.221
14.902602,82.918,8.728,1.180
14.903426,82.820,8.787,1.178
14.903914,82.908,8.735,1.177
14.904158,82.812,8.788,1.194
14.904492,82.781,8.819,1.136
14.904763,82.596,8.894,1.293
14.905124,82.743,8.813,1.265
14.905850,82.895,8.727,1.248
14.906078,82.823,8.778,1.209
15.022032,82.823,8.778,1.209
15.083811,82.778,8.793,1.264
15.084182,82.773,8.793,1.264
15.084842,82.759,8.816,1.194
15.085177,82.957,8.706,1.178
15.085424,82.920,8.721,1.209
15.086933,82.928,8.732,1.136
15.087807,82.975,8.693,1.191
15.088259,82.820,8.797,1.121
15.088537,82.774,8.814,1.166
15.089194,82.764,8.826,1.137
15.202808,82.764,8.826,1.137
15.264880,82.689,8.847,1.234
15.265798,82.902,8.731,1.206
15.266416,82.680,8.886,1.079
15.266945,82.874,8.771,1.093
15.267309,82.831,8.778,1.177
15.267591,82.907,8.743,1.135
15.267797,82.685,8.859,1.191
15.268070,82.791,8.822,1.078
15.268232,82.734,8.819,1.250
15.280937,83.604,8.819,1.250
15.383538,83.604,8.819,1.250
15.445516,83.659,8.799,1.192
15.446481,83.685,8.789,1.164
15.446923,83.749,8.766,1.094
15.447187,83.850,8.710,1.080
15.447476,83.828,8.704,1.178
15.447718,83.850,8.696,1.151
15.448306,83.568,8.854,1.178
15.448588,83.833,8.709,1.134
15.449119,83.660,8.815,1.107
15.483712,83.059,8.815,1.107
15.563999,83.059,8.815,1.107
15.622439,83.276,8.690,1.136
15.622678,83.091,8.765,1.264
15.622836,83.142,8.769,1.107
15.623024,83.162,8.738,1.207
15.623170,83.279,8.668,1.236
15.623321,83.043,8.815,1.150
15.623459,83.124,8.773,1.136
15.623605,83.009,8.822,1.206
15.623742,83.224,8.702,1.220
15.682131,83.036,8.702,1.220
15.746440,83.036,8.702,1.220
15.802817,82.939,8.757,1.220
15.803287,82.809,8.859,1.093
15.803543,82.873,8.798,1.208
15.803812,82.875,8.805,1.165
15.804452,82.950,8.759,1.178
15.804704,82.915,8.791,1.122
15.804969,82.867,8.794,1.238
15.805206,82.862,8.819,1.136
15.805620,82.943,8.760,1.194
15.884533,83.562,8.760,1.194
15.922703,83.562,8.760,1.194
15.983225,83.511,8.796,1.165
15.983540,83.452,8.819,1.221
15.983785,83.542,8.793,1.092
15.983953,83.518,8.792,1.163
15.984135,83.556,8.750,1.262
15.984535,83.377,8.889,1.094
15.984709,83.588,8.754,1.151
15.984901,83.483,8.804,1.205
15.985278,83.445,8.837,1.151
16.084607,84.036,8.837,1.151
16.103978,84.036,8.837,1.151
16.164286,84.197,8.729,1.235
16.164911,84.156,8.771,1.135
16.165203,84.216,8.737,1.134
16.165799,84.095,8.801,1.164
16.166051,84.063,8.819,1.165
16.166858,84.212,8.737,1.149
16.167358,84.051,8.829,1.150
16.167616,84.147,8.758,1.233
16.168154,84.119,8.806,1.064
16.282969,83.323,8.806,1.064
16.283392,83.323,8.806,1.064
16.342527,83.327,8.764,1.262
16.342954,83.287,8.815,1.121
16.343124,83.332,8.784,1.151
16.343257,83.405,8.726,1.236
16.343407,83.464,8.714,1.135
16.343525,83.299,8.805,1.136
16.343677,83.358,8.761,1.193
16.345879,83.321,8.785,1.178
16.347554,83.277,8.789,1.278
16.464524,83.277,8.789,1.278
16.481504,82.877,8.789,1.278
16.522398,82.807,8.837,1.236
16.522866,82.970,8.757,1.178
16.524440,82.792,8.830,1.306
16.524658,82.864,8.820,1.163
16.524775,82.919,8.780,1.206
16.524981,82.934,8.789,1.122
16.525200,82.900,8.802,1.152
16.525308,82.936,8.782,1.151
16.525426,83.070,8.701,1.180
16.642028,83.070,8.701,1.180
16.681951,84.129,8.701,1.180
16.702749,84.125,8.714,1.121
16.702989,84.069,8.734,1.178
16.703215,83.962,8.798,1.151
16.703340,83.926,8.810,1.192
16.703728,84.021,8.771,1.121
16.704213,83.978,8.776,1.219
16.704366,84.113,8.720,1.122
16.704502,83.964,8.789,1.193
16.704620,84.056,8.741,1.178
16.823143,84.056,8.741,1.178
16.883656,83.791,8.893,1.151
16.884150,83.187,8.893,1.151
16.884357,83.386,8.775,1.178
16.884715,83.526,8.700,1.163
16.885146,83.401,8.761,1.207
16.885345,83.453,8.754,1.094
16.885509,83.393,8.780,1.136
16.885625,83.286,8.834,1.167
16.885732,83.361,8.789,1.178
16.885866,83.274,8.847,1.136
17.001739,83.274,8.847,1.136
17.063009,83.368,8.805,1.079
17.063317,83.298,8.825,1.176
17.063520,83.346,8.804,1.148
17.064289,83.566,8.688,1.107
17.065618,83.343,8.802,1.166
17.065956,83.452,8.752,1.108
17.066109,83.386,8.761,1.249
17.066419,83.461,8.750,1.094
17.066646,83.493,8.716,1.178
17.083085,82.101,8.716,1.178
17.183814,82.101,8.716,1.178
17.244054,82.002,8.772,1.180
17.244780,82.104,8.720,1.150
17.245230,82.108,8.708,1.193
17.245790,82.035,8.773,1.089
17.247605,81.921,8.829,1.136
17.248563,81.901,8.823,1.208
17.249559,81.823,8.871,1.196
17.250168,81.896,8.826,1.206
17.250824,81.981,8.778,1.205
17.282772,84.222,8.778,1.205
17.361200,84.222,8.778,1.205
17.422503,84.162,8.812,1.208
17.423756,84.288,8.749,1.166
17.424102,84.273,8.746,1.223
17.424663,83.988,8.917,1.167
17.425084,84.291,8.757,1.110
17.425458,84.066,8.872,1.175
17.425696,84.332,8.735,1.106
17.426092,84.214,8.777,1.235
17.426443,84.280,8.743,1.220
17.484222,83.861,8.743,1.220
17.543145,83.861,8.743,1.220
17.603891,83.704,8.848,1.163
17.604313,83.779,8.791,1.221
17.604571,83.880,8.745,1.150
17.605246,83.826,8.778,1.150
17.605594,83.709,8.850,1.135
17.605883,83.718,8.819,1.264
17.606125,83.803,8.763,1.292
17.606858,83.897,8.711,1.276
17.607260,83.676,8.858,1.194
17.686437,84.937,8.858,1.194
17.722734,84.937,8.858,1.194
17.785442,85.068,8.782,1.208
17.786609,85.064,8.805,1.079
17.787417,85.116,8.765,1.149
17.787809,84.937,8.878,1.078
17.788575,85.133,8.759,1.121
17.789209,85.060,8.790,1.180
17.790121,85.174,8.725,1.188
17.791194,85.120,8.774,1.077
17.792221,85.051,8.811,1.092
17.880143,83.884,8.811,1.092
17.904319,83.884,8.811,1.092
17.963210,83.766,8.856,1.206
17.963941,83.942,8.766,1.151
17.965408,83.897,8.795,1.135
17.965833,83.943,8.768,1.137
17.966955,83.810,8.827,1.223
17.968217,83.974,8.748,1.150
17.968878,83.728,8.883,1.180
17.969616,84.042,8.706,1.164
17.970063,83.900,8.782,1.193
18.081856,84.257,8.782,1.193
18.082169,84.257,8.782,1.193
18.143534,84.182,8.841,1.105
18.144462,84.291,8.762,1.191
18.145526,84.225,8.803,1.178
18.146523,84.157,8.823,1.279
18.147017,84.218,8.796,1.234
18.147959,83.926,8.964,1.236
18.148366,84.047,8.900,1.207
18.148997,84.172,8.836,1.163
18.149639,84.387,8.725,1.092
18.263626,84.387,8.725,1.092
18.280237,83.989,8.725,1.092
18.323261,83.833,8.805,1.136
18.323652,83.763,8.839,1.165
18.323927,83.782,8.830,1.162
18.324149,83.749,8.846,1.177
18.324541,84.007,8.707,1.134
18.324768,83.763,8.839,1.165
18.325005,83.806,8.813,1.178
18.325624,83.901,8.765,1.149
18.325967,83.965,8.723,1.177
18.442382,83.965,8.723,1.177
18.482726,82.884,8.723,1.177
18.504288,82.813,8.769,1.149
18.505206,82.512,8.933,1.181
18.505967,82.594,8.881,1.208
18.506771,82.849,8.761,1.091
18.507082,82.686,8.838,1.163
18.507468,82.796,8.751,1.278
18.507771,82.734,8.799,1.220
18.508297,82.780,8.805,1.065
18.508653,82.710,8.824,1.163
18.623646,82.710,8.824,1.163
18.683059,82.822,8.760,1.166
18.683670,83.645,8.760,1.166
18.684633,83.610,8.778,1.177
18.684924,83.585,8.815,1.065
18.685151,83.682,8.746,1.136
18.685341,83.489,8.848,1.177
18.685524,83.631,8.760,1.209
18.685748,83.665,8.746,1.180
18.686190,83.711,8.718,1.192
18.686576,83.679,8.736,1.193
18.804748,83.679,8.736,1.193
18.862028,83.677,8.745,1.150
18.862829,83.553,8.819,1.136
18.863057,83.564,8.821,1.094
18.863309,83.584,8.813,1.079
18.863506,83.682,8.751,1.106
18.863720,83.457,8.854,1.235
18.863903,83.642,8.757,1.192
18.864373,83.640,8.767,1.149
18.864584,83.631,8.780,1.108
18.880335,83.773,8.780,1.108
18.982780,83.773,8.780,1.108
19.042138,83.697,8.807,1.193
19.042675,83.791,8.766,1.122
19.042926,83.848,8.733,1.120
19.043089,83.716,8.807,1.136
19.043306,83.568,8.884,1.192
19.043469,83.896,8.699,1.151
19.043716,83.677,8.831,1.136
19.043886,83.673,8.836,1.121
19.044083,83.831,8.746,1.107
19.079883,83.682,8.746,1.107
19.161299,83.682,8.746,1.107
19.222105,83.593,8.787,1.164
19.222443,83.553,8.800,1.219
19.222663,83.655,8.753,1.149
19.222790,83.576,8.802,1.138
19.222904,83.453,8.872,1.150
19.223036,83.584,8.775,1.249
19.223374,83.603,8.772,1.208
19.223524,83.535,8.835,1.094
19.223623,83.492,8.858,1.109
19.281081,83.014,8.858,1.109
19.341160,83.014,8.858,1.109
19.402460,83.141,8.786,1.091
19.402811,83.287,8.688,1.149
19.402940,83.201,8.735,1.166
19.403069,83.075,8.813,1.149
19.403376,83.240,8.716,1.149
19.403545,83.072,8.818,1.134
19.403657,83.235,8.727,1.107
19.403760,83.110,8.769,1.263
19.403873,83.225,8.712,1.208
19.481969,84.609,8.712,1.208
19.524013,84.609,8.712,1.208
19.586952,84.428,8.822,1.163
19.587694,84.488,8.801,1.093
19.587974,84.476,8.797,1.153
19.588392,84.620,8.711,1.177
19.588637,84.429,8.821,1.165
19.589014,84.369,8.863,1.122
19.589414,84.458,8.811,1.135
19.589768,84.566,8.760,1.079
19.590119,84.455,8.817,1.107
19.681242,82.827,8.817,1.107
19.701216,82.827,8.817,1.107
19.762850,82.790,8.815,1.221
19.763200,82.751,8.843,1.191
19.763450,82.880,8.769,1.192
19.763576,82.924,8.726,1.279
19.763770,82.644,8.935,1.051
19.763898,83.033,8.690,1.150
19.765102,82.929,8.762,1.093
19.765245,82.852,8.773,1.249
19.765370,82.981,8.740,1.051
19.881213,83.478,8.740,1.051
19.881391,83.478,8.740,1.051
19.943364,83.340,8.772,1.289
19.943713,83.314,8.804,1.205
19.943961,83.200,8.887,1.120
19.944260,83.285,8.811,1.251
19.944545,83.298,8.798,1.277
19.945041,83.222,8.877,1.108
19.945335,83.527,8.699,1.119
19.946687,83.253,8.833,1.235
19.946981,83.243,8.848,1.191
20.061941,83.243,8.848,1.191
20.081920,85.193,8.848,1.191
20.123660,85.321,8.763,1.264
20.124417,85.382,8.751,1.134
20.125066,85.244,8.821,1.179
20.125672,85.415,8.744,1.064
20.126696,85.255,8.824,1.121
20.127446,85.187,8.855,1.166
20.127945,85.472,8.691,1.191
20.128419,85.236,8.814,1.245
20.128895,85.284,8.801,1.164
20.242814,85.284,8.801,1.164
20.281668,84.380,8.801,1.164
20.303806,84.389,8.777,1.264
20.304316,84.392,8.802,1.120
20.305060,84.475,8.754,1.119
20.305422,84.432,8.753,1.262
20.306097,84.441,8.777,1.106
20.306889,84.564,8.679,1.248
20.307368,84.213,8.893,1.193
20.308002,84.445,8.771,1.121
20.308318,84.336,8.826,1.164
20.424215,84.336,8.826,1.164
20.482406,84.290,8.847,1.197
20.483296,82.054,8.847,1.197
20.483877,82.030,8.849,1.250
20.484776,82.083,8.831,1.193
20.485310,82.275,8.728,1.151
20.487472,82.194,8.776,1.148
20.488262,82.300,8.711,1.163
20.488593,82.186,8.771,1.192
20.489217,82.183,8.782,1.151
20.489764,81.989,8.911,1.080
20.601485,81.989,8.911,1.080
20.662949,82.266,8.740,1.122
20.663685,82.082,8.841,1.148
20.664420,82.163,8.771,1.253
20.664710,82.122,8.818,1.148
20.665254,82.146,8.811,1.121
20.665895,82.329,8.709,1.095
20.666577,82.252,8.742,1.147
20.667335,82.225,8.751,1.181
20.667622,82.067,8.847,1.165
20.683328,83.424,8.847,1.165
20.783200,83.424,8.847,1.165
20.844055,83.674,8.704,1.150
20.844470,83.502,8.796,1.193
20.845126,83.359,8.890,1.138
20.846101,83.509,8.791,1.193
20.846936,83.570,8.761,1.164
20.847271,83.699,8.687,1.162
20.847793,83.850,8.605,1.135
20.848081,83.543,8.781,1.149
20.848375,83.424,8.847,1.165
20.879805,82.744,8.847,1.165
20.961545,82.744,8.847,1.165
21.024757,82.923,8.745,1.164
21.025282,82.861,8.769,1.220
21.025641,82.929,8.739,1.177
21.025895,82.762,8.839,1.151
21.026193,82.776,8.817,1.221
21.026888,82.816,8.803,1.178
21.027402,82.909,8.754,1.161
21.027684,82.819,8.793,1.218
21.027968,82.985,8.698,1.222
21.081487,83.309,8.698,1.222
21.144476,83.309,8.698,1.222
21.201462,83.230,8.758,1.151
21.201741,83.329,8.696,1.175
21.202014,83.141,8.821,1.094
21.202202,83.254,8.748,1.136
21.204565,83.064,8.842,1.206
21.205112,83.162,8.789,1.193
21.206750,83.067,8.847,1.179
21.207196,83.136,8.813,1.149
21.207460,83.081,8.836,1.191
21.281508,83.163,8.836,1.191
21.322673,83.163,8.836,1.191
21.382370,83.300,8.766,1.151
21.382778,83.288,8.749,1.264
21.382992,83.385,8.720,1.136
21.383225,83.293,8.775,1.122
21.383428,83.392,8.724,1.094
21.383643,83.157,8.819,1.292
21.384147,83.281,8.768,1.193
21.384488,83.121,8.851,1.236
21.384719,83.333,8.767,1.050
21.480899,83.537,8.767,1.050
21.502814,83.537,8.767,1.050
21.566593,83.446,8.781,1.232
21.567195,83.361,8.839,1.180
21.567774,83.480,8.770,1.194
21.568076,83.557,8.750,1.079
21.568587,83.602,8.711,1.149
21.568873,83.419,8.809,1.165
21.569177,83.426,8.803,1.178
21.569609,83.353,8.838,1.206
21.570052,83.664,8.694,1.063
21.684408,83.664,8.694,1.063
21.684814,84.716,8.694,1.063
21.744202,84.497,8.796,1.193
21.745001,84.562,8.777,1.092
21.745520,84.369,8.879,1.137
21.745807,84.539,8.787,1.107
21.746527,84.573,8.750,1.207
21.746979,84.506,8.786,1.219
21.747572,84.561,8.765,1.163
21.748498,84.508,8.787,1.206
21.749104,84.388,8.863,1.165
21.866744,84.388,8.863,1.165
21.881217,82.431,8.863,1.165
21.922127,82.712,8.706,1.150
21.922648,82.537,8.797,1.192
21.922956,82.594,8.752,1.250
21.923201,82.671,8.718,1.206
21.923706,82.727,8.704,1.121
21.924167,82.607,8.769,1.135
21.924682,82.552,8.785,1.206
21.924950,82.389,8.883,1.180
21.925247,82.531,8.825,1.078
22.041817,82.531,8.825,1.078
22.081900,83.228,8.825,1.078
22.103420,83.302,8.738,1.293
22.103842,83.346,8.747,1.123
22.104291,83.288,8.778,1.136
22.104830,83.130,8.852,1.220
22.105118,83.227,8.799,1.206
22.105581,83.204,8.815,1.192
22.106029,83.370,8.713,1.220
22.106467,83.197,8.798,1.291
22.106677,83.336,8.744,1.162
22.221623,83.336,8.744,1.162
22.282100,83.231,8.796,1.206
22.282789,82.066,8.796,1.206
22.282975,82.094,8.790,1.162
22.283089,82.127,8.781,1.121
22.283391,82.193,8.708,1.278
22.283584,82.024,8.823,1.193
22.283779,82.304,8.688,1.079
22.283884,82.082,8.797,1.163
22.284033,82.269,8.699,1.122
22.284203,82.031,8.813,1.219
22.401937,82.031,8.813,1.219
22.463812,82.102,8.795,1.121
22.464143,82.219,8.727,1.121
22.466543,82.234,8.716,1.135
22.467160,82.049,8.813,1.178
22.467614,82.103,8.820,1.008
22.467968,81.998,8.832,1.217
22.468177,82.051,8.802,1.219
22.468409,82.065,8.788,1.247
22.468611,82.160,8.768,1.091
22.483751,82.985,8.768,1.091
22.580996,82.985,8.768,1.091
22.643251,83.234,8.612,1.163
22.643752,82.964,8.759,1.192
22.644006,82.813,8.856,1.136
22.644556,83.078,8.706,1.136
22.644817,82.781,8.863,1.193
22.645453,82.953,8.783,1.107
22.646108,83.069,8.700,1.192
22.646921,82.965,8.765,1.163
22.647502,83.018,8.726,1.204
22.681415,84.884,8.726,1.204
22.762930,84.884,8.726,1.204
22.824116,84.711,8.809,1.275
22.824731,84.882,8.732,1.178
22.825292,84.675,8.836,1.234
22.825982,84.782,8.797,1.121
22.828882,84.723,8.827,1.135
22.829748,84.920,8.708,1.193
22.830629,84.743,8.808,1.177
22.831197,84.649,8.842,1.277
22.831652,84.780,8.790,1.162
22.881272,83.771,8.790,1.162
22.941126,83.771,8.790,1.162
23.004192,83.649,8.867,1.123
23.004786,83.751,8.785,1.249
23.006489,83.845,8.762,1.093
23.006925,83.713,8.815,1.206
23.007256,83.785,8.785,1.149
23.007607,83.748,8.795,1.204
23.007891,83.809,8.755,1.234
23.008193,83.831,8.747,1.207
23.008793,83.786,8.789,1.122
23.080339,83.629,8.789,1.122
23.120868,83.629,8.789,1.122
23.181347,83.627,8.793,1.104
23.181694,83.588,8.815,1.107
23.181891,83.660,8.755,1.206
23.182703,83.418,8.906,1.133
23.183024,83.603,8.790,1.191
23.183278,83.394,8.916,1.150
23.183579,83.854,8.668,1.092
23.183781,83.543,8.823,1.193
23.184002,83.528,8.824,1.234
23.282786,84.614,8.824,1.234
23.301382,84.614,8.824,1.234
23.361530,84.509,8.890,1.193
23.361879,84.665,8.803,1.193
23.362553,84.759,8.752,1.179
23.363034,84.777,8.747,1.152
23.363345,84.801,8.744,1.093
23.363564,84.873,8.688,1.178
23.364043,84.694,8.779,1.232
23.364459,84.706,8.792,1.120
23.364829,84.696,8.793,1.152
23.482686,82.772,8.793,1.152
23.483106,82.772,8.793,1.152
23.541962,82.800,8.762,1.219
23.542529,82.834,8.755,1.163
23.542845,82.920,8.713,1.133
23.543130,82.700,8.831,1.164
23.543582,82.653,8.877,1.076
23.543879,82.744,8.818,1.106
23.544072,82.683,8.841,1.162
23.544284,82.714,8.811,1.218
23.544458,82.930,8.718,1.079
23.662819,82.930,8.718,1.079
23.681676,83.573,8.718,1.079
23.722168,83.534,8.737,1.092
23.722620,83.518,8.733,1.162
23.722806,83.479,8.749,1.191
23.722985,83.428,8.783,1.163
23.723151,83.301,8.843,1.219
23.723313,83.525,8.734,1.136
23.723490,83.421,8.801,1.093
23.723649,83.375,8.813,1.164
23.723827,83.370,8.802,1.233
23.841076,83.370,8.802,1.233
23.883084,81.285,8.802,1.233
23.902574,81.256,8.824,1.206
23.903205,81.276,8.813,1.204
23.904040,81.111,8.918,1.151
23.904553,81.175,8.886,1.136
23.904782,81.430,8.761,1.063
23.905127,81.374,8.745,1.263
23.905466,81.388,8.764,1.150
23.905945,81.348,8.773,1.206
23.906413,81.420,8.753,1.121
24.022589,81.420,8.753,1.121
24.083180,81.334,8.834,0.983
24.083576,83.618,8.834,0.983
24.083824,83.682,8.757,1.182
24.084140,83.577,8.816,1.191
24.084392,83.736,8.741,1.107
24.084839,83.802,8.681,1.219
24.085107,83.728,8.749,1.092
24.085339,83.782,8.709,1.134
24.085738,83.590,8.797,1.247
24.085978,83.550,8.839,1.151
24.201791,83.550,8.839,1.151
24.261350,83.816,8.676,1.206
24.261745,83.738,8.735,1.134
24.262742,83.657,8.775,1.164
24.263084,83.682,8.753,1.206
24.263336,83.709,8.735,1.219
24.263625,83.654,8.766,1.222
24.263849,83.582,8.809,1.208
24.264387,83.501,8.856,1.206
24.264647,83.745,8.731,1.134
24.281054,82.006,8.731,1.134
24.382201,82.006,8.731,1.134
24.440698,81.798,8.824,1.248
24.440870,81.919,8.764,1.205
24.440970,81.928,8.795,1.050
24.441285,81.811,8.829,1.191
24.441448,81.950,8.743,1.220
24.441620,81.887,8.783,1.206
24.441725,82.094,8.692,1.079
24.441877,81.863,8.806,1.163
24.441986,81.970,8.744,1.166
24.479982,82.627,8.744,1.166
24.562115,82.627,8.744,1.166
24.623094,82.527,8.822,1.078
24.624024,82.532,8.811,1.121
24.624793,82.617,8.757,1.135
24.625488,82.350,8.896,1.220
24.626181,82.311,8.918,1.222
24.626915,82.514,8.790,1.262
24.627848,82.428,8.840,1.263
24.628281,82.539,8.778,1.248
24.629010,82.472,8.818,1.248
24.681464,82.753,8.818,1.248
24.740896,82.753,8.818,1.248
24.803320,82.614,8.894,1.275
24.803671,82.924,8.725,1.206
24.803973,82.752,8.837,1.161
24.804333,82.739,8.838,1.192
24.804564,82.752,8.830,1.194
24.804843,82.670,8.873,1.219
24.805053,82.865,8.779,1.120
24.805670,82.941,8.736,1.108
24.806434,82.878,8.777,1.092
24.879768,84.096,8.777,1.092
24.921130,84.096,8.777,1.092
24.982154,84.058,8.795,1.110
24.982820,84.218,8.690,1.178
24.983084,84.133,8.744,1.148
24.983348,84.115,8.754,1.151
24.983546,83.965,8.851,1.094
24.983728,84.130,8.749,1.134
24.984238,84.062,8.782,1.165
24.984744,84.067,8.769,1.220
24.985122,84.056,8.781,1.191
25.079337,83.161,8.781,1.191
25.101677,83.161,8.781,1.191
25.163032,83.110,8.830,1.095
25.163340,83.132,8.786,1.247
25.163604,83.173,8.785,1.135
25.164139,83.105,8.833,1.094
25.164450,83.177,8.776,1.166
25.164990,83.122,8.824,1.094
25.165258,83.180,8.767,1.206
25.165695,83.079,8.834,1.163
25.165886,83.370,8.677,1.106
25.281703,83.218,8.677,1.106
25.282080,83.218,8.677,1.106
25.341774,83.049,8.787,1.050
25.342038,83.004,8.802,1.106
25.342180,82.900,8.844,1.194
25.342700,83.115,8.737,1.106
25.342835,83.084,8.740,1.179
25.343061,82.984,8.789,1.221
25.343173,82.965,8.804,1.205
25.343277,83.113,8.730,1.149
25.343393,82.983,8.807,1.136
25.461452,82.983,8.807,1.136
25.479386,82.654,8.807,1.136
25.522643,82.733,8.765,1.120
25.523048,82.849,8.678,1.207
25.523309,82.736,8.768,1.094
25.523552,82.803,8.711,1.177
25.525586,82.610,8.824,1.178
25.526956,82.663,8.787,1.206
25.527392,82.655,8.822,1.064
25.527641,82.613,8.816,1.209
25.527903,82.751,8.742,1.176
25.643024,82.751,8.742,1.176
25.679251,84.219,8.742,1.176
25.704701,84.134,8.788,1.191
25.705188,84.191,8.758,1.176
25.705915,84.262,8.725,1.135
25.706526,84.049,8.839,1.176
25.707192,84.087,8.822,1.149
25.707560,84.172,8.774,1.148
25.707831,84.213,8.751,1.149
25.708127,84.064,8.819,1.235
25.708380,84.122,8.800,1.162
25.823426,84.122,8.800,1.162
25.881667,84.233,8.737,1.163
25.882577,83.760,8.737,1.163
25.883361,83.820,8.722,1.062
25.884184,83.768,8.733,1.162
25.884509,83.618,8.806,1.219
25.884767,83.583,8.832,1.191
25.885011,83.519,8.868,1.192
25.885312,83.547,8.852,1.192
25.885550,83.541,8.867,1.133
25.885894,83.653,8.789,1.207
26.005547,83.653,8.789,1.207
26.061912,83.645,8.811,1.121
26.062187,83.645,8.797,1.192
26.062772,83.801,8.688,1.294
26.063047,83.621,8.807,1.207
26.063207,83.600,8.833,1.136
26.063379,83.797,8.719,1.148
26.063605,83.763,8.747,1.106
26.063768,83.722,8.742,1.247
26.064106,83.761,8.748,1.104
26.079492,82.385,8.748,1.104
26.180413,82.385,8.748,1.104
26.240989,82.266,8.802,1.176
26.241590,82.361,8.752,1.151
26.241988,82.351,8.755,1.163
26.242162,82.236,8.813,1.204
26.242694,82.263,8.813,1.135
26.243173,82.187,8.820,1.305
26.243731,82.314,8.783,1.135
26.244084,82.313,8.774,1.176
26.244309,82.163,8.869,1.148
26.279249,83.331,8.869,1.148
26.360075,83.331,8.869,1.148
26.421798,83.657,8.690,1.121
26.422067,83.465,8.796,1.137
26.422529,83.492,8.767,1.206
26.423566,83.505,8.776,1.120
26.423977,83.325,8.864,1.191
26.424114,83.479,8.783,1.163
26.424279,83.301,8.881,1.176
26.424400,83.509,8.757,1.206
26.424642,83.369,8.833,1.221
26.481811,82.924,8.833,1.221
26.540475,82.924,8.833,1.221
26.602427,83.149,8.733,1.091
26.603031,83.051,8.761,1.221
26.603953,82.904,8.848,1.205
26.604945,83.053,8.778,1.136
26.605853,82.910,8.847,1.193
26.607681,82.962,8.815,1.206
26.608086,83.139,8.726,1.151
26.608277,83.091,8.759,1.121
26.608397,82.976,8.806,1.209
26.679756,83.815,8.806,1.209
26.722787,83.815,8.806,1.209
26.781724,83.937,8.751,1.134
26.782575,83.707,8.866,1.220
26.782883,83.848,8.793,1.179
26.783190,83.906,8.749,1.235
26.783428,83.833,8.783,1.275
26.783685,83.857,8.794,1.151
26.783919,83.725,8.858,1.207
26.784175,83.936,8.727,1.263
26.784409,83.840,8.809,1.119
26.880338,84.011,8.809,1.119
26.900873,84.011,8.809,1.119
26.963255,83.980,8.816,1.176
26.963723,83.936,8.862,1.064
26.964245,83.968,8.820,1.191
26.964494,83.853,8.887,1.177
26.964733,83.978,8.822,1.149
26.965007,84.087,8.751,1.205
26.965234,83.860,8.874,1.221
26.965821,84.026,8.774,1.261
26.966182,83.941,8.824,1.248
27.082101,83.941,8.824,1.248
