359.36,526.96,335
358.26,523.66,335
357.35,521.47,335
356.07,518.18,335
356.07,515.99,335
356.07,513.79,335
356.07,511,335
357.06,508.72,335
357.17,506.11,335
357.17,501.4,335
356.19,499.25,335
358.81,496.61,335
361.01,497.03,335
363.82,498.98,335
368.14,501.17,335
373.09,502.23,335
375.29,502.27,335
377.49,502.26,335
380.44,501.17,335
382.26,499.88,335
383.53,497.33,335
383.53,495.14,335
383.53,492.74,335
384.49,490.75,335
386.72,489.48,335
389.26,490.75,335
391.77,492.4,335
393.42,490.75,335
394.51,487.69,335
395.61,485.31,335
396.71,483.14,335
398.36,481.24,335
400.56,480.33,335
402.2,481.79,335
401.67,484.17,335
400.09,487.46,335
398,490.75,335
396.71,492.94,335
395.61,495.52,335
396.71,498.43,335
397.81,501.64,335
397.81,504.18,335
396.71,507.21,335
395.61,510.5,335
394.51,512.69,335
392.34,515.66,335
390.04,518.62,335
387.83,520.81,335
385.73,523.17,335
383.53,526.87,335
382.51,529.15,335
381.33,532.44,335
381.33,536.04,335
359.75,528.64,335
359.47,531.25,335
359.19,533.7,335
358.12,536.03,335
400.71,485.81,335
401.5,480.88,335
399.23,480.73,335
401.98,483.05,335
401.93,481.38,335
400.92,480.58,335
364.82,436.28,340
370.52,436.2,340
373.68,440.64,340
376.7,444.41,340
381.05,447.41,340
386.28,449.49,340
390.75,449.56,340
394.95,447.49,340
399.39,444.12,340
404.58,445.08,340
408.04,448.51,340
412.43,450.25,340
416.48,447.74,340
417.58,443.24,340
416.56,436.99,340
416.4,431.5,340
416.48,426.07,340
414.32,420.8,340
411.06,417.33,340
408.92,412.85,340
409.89,407.37,340
411.95,401.88,340
412.09,397.23,340
413.17,391.31,340
416.53,394.2,340
418.23,398.59,340
422.52,400.23,340
426.92,401.08,340
428.61,405.17,340
429.67,409.56,340
432.49,413.71,340
436.2,418.09,340
439.94,420.78,340
444.63,420.73,340
448.86,418.96,340
452.64,416.69,340
456.58,414.67,340
460.97,413.27,340
466.32,412.23,340
466.41,416.69,340
462.07,418.81,340
456.99,421.08,340
453.21,423.35,340
448.5,426.61,340
444.81,429.56,340
441.57,432.91,340
438.45,437.69,340
436.27,442.48,340
434.2,449.06,340
433.97,453.45,340
432.96,458.38,340
432.95,462.79,340
432.96,467.71,340
431.86,473.6,340
428.67,477.04,340
424.01,480.16,340
420.36,483.42,340
415.94,485.81,340
410.55,487.9,340
406.61,492.6,340
404.4,497.08,340
403.3,501.72,340
402.2,506.97,340
401.11,512.24,340
398.91,517.87,340
395.62,522.19,340
392.32,526.24,340
389.02,531.09,340
387.56,534.21,340
386.53,536.28,340
364.06,439.19,340
364.03,445.26,340
363.75,449.24,340
364.61,454.29,340
366.42,458.83,340
368.61,462.81,340
367.83,467.67,340
365.26,471.57,340
361.22,473.75,340
356.46,473,340
353.7,471.96,340
349.8,469.6,340
347.38,467.35,340
344.07,468.21,340
340.98,467.46,340
338.74,464.46,340
335.46,461.36,340
331.43,459.04,340
327.82,462.26,340
326.58,465.9,340
328.3,471.75,340
329.78,475.15,340
333.55,478.48,340
337.26,481.59,340
340.27,486.47,340
342.17,491.3,340
343.53,496.01,340
344.87,500.65,340
344.87,504.79,340
343.75,509.23,340
342.22,513.49,340
342.06,517.99,340
344.24,522.52,340
346.13,526.12,340
345.4,530.47,340
343.82,533.37,340
343.34,536.44,340
469.08,413.39,340
170.42,535.73,345
174.52,531.58,345
176.57,525.5,345
172.07,523.71,345
167.13,523.71,345
161.37,523.23,345
157.58,519.31,345
156,514.89,345
154.88,509.4,345
152.85,502.82,345
151.72,497.33,345
150.69,491.85,345
149.46,487.46,345
144.95,486.36,345
142.98,491.85,345
142,496.24,345
140.33,500.79,345
136.47,504.53,345
128.53,506.12,345
128.45,511.36,345
132.34,515.26,345
135.7,518.28,345
136.45,524.76,345
136.45,529.15,345
136.36,533.54,345
445.02,400.74,345
441.2,397.51,345
437.9,390.2,345
438.66,384.32,345
439.38,379.55,345
432.19,379.54,345
427.72,380.31,345
422.14,378.08,345
418.94,374.79,345
415.88,371.36,345
412.64,366.24,345
410.58,361.55,345
409.43,355.87,345
409.71,351.41,345
411.31,345.33,345
412.64,340.54,345
411.54,334.75,345
406.85,334.61,345
405.45,340.44,345
403.9,345.08,345
402.09,350.31,345
400.56,355.41,345
397.26,360.58,345
393.56,365.4,345
389.57,368.21,345
383.43,369.73,345
385.41,375.27,345
386.28,379.67,345
385.46,384.32,345
385.26,389.48,345
388.85,393.01,345
393.71,395.3,345
397.43,399.4,345
399.5,405.17,345
400.72,410.66,345
402.2,415.55,345
403.53,420.53,345
403.94,425.25,345
403.21,430.41,345
403.1,435.53,345
398.36,440.02,345
393.96,441.18,345
388.81,438.81,345
385.38,436,345
381.1,433.81,345
376.16,430.52,345
372.35,426.89,345
369.94,422.31,345
368.57,418.13,345
366.14,414.23,345
363.02,409.56,345
360.27,404.84,345
356.35,401.05,345
352.22,398.95,345
347.83,398.43,345
342.82,399.87,345
337.71,399.34,345
333.16,401.53,345
330.25,406.95,345
332.45,410.94,345
335.75,414.34,345
340.14,418.11,345
344.87,421.3,345
348.36,424.92,345
349.6,429.31,345
